"","X","index","brand","model","prod_class","prod_short_descr","num_usr_reviews","rec_rvw_rating","has_reviews","survey_cons","survey_pros","ratings_distribution","user_rating","user_rating_txt","user_rvw_hdln","submit_dateTime","submit_date","submit_time","rvw_username","rvw_userLocation","rvw_userCity","rvw_userState","rvw_userCountry","verified_buyer","verified_reviewer","user_review_content","btm_line_txt","url","reported_exceptions","RevwsGood"
"95",94,94,"Lenovo","Lenovo Yoga 910 computer","laptop","A 14-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.7GHz processor, 8GB of memory, Intel HD Graphics 620 graphics, a touchscreen, and a 256GB solid state drive.",NA,NA,"True","","","",2,NA,"Poorly designed keyboard","2017-02-10T22:05:55.361Z","2017-02-10","22:05:55.361","Jane author","Los Angeles","","Los Angeles","USA",NA,"","The shift key on right side is small. The page up key is placed wrong:where you would normally tap a wide shift key Shift and return are wide on most keyboards. Constantly hitting page up key by accident is infuriating if you are trying to type documents. I took it back to the store and the tech support guy stated that he got it that this was totally annoying. He suggested that I remove the page up key so I wouldn't touch it by mistake as this key is in the wrong position and there is no software to change the function of the page up key to make it a shift key","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/lenovo-yoga-910-387892/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"96",95,95,"Lenovo","Lenovo Z70- 80FG00DCUS computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 840M/Intel HD Graphics 5500 graphics, and a 1TB hybrid drive hard drive.",2,3.5,"True","CONS
1 Crashes/Freezes
1 Heavy
1 Poor Battery Life
1 Poor Speaker Quality
1 Unreliable Performance","PROS
2 Large Screen
1 Adequate Storage
1 Durable Construction
1 Easy To Use
1 Fast","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 1
1 Star 0",5,NA,"Soloid, performant machine","2017-01-29T05:55:16.056Z","2017-01-29","05:55:16.056","Mike","Cooper City. FL","","Cooper City. FL","USA",NA,"","After seven months of intensive, almost continuous use (except for gaming) not a single problem, except the microphone gain control doesn't work (not corrected yet, since I do not need it). I would buy this machine again any time","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/lenovo-z70-80fg00dcus-385906/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"97",96,96,"Lenovo","Lenovo Z70- 80FG00DCUS computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 840M/Intel HD Graphics 5500 graphics, and a 1TB hybrid drive hard drive.",NA,NA,"True","","","",2,NA,"Don't waste your money...","2016-07-31T20:13:35.548Z","2016-07-31","20:13:35.548","Peter Chervil","Florida","","Florida","USA",NA,"Verified Reviewer","I've reserved judgement for this item until I had it a while. Terrible PC. Let's start with the fact that it freezes/locks up far, far too easily and too frequently (once per hour at least, 4-5 times per hour if you're online). It's like going back to mid-90s dial up service with this PC. It's not simply the software either, because I have the same set up on another laptop as well as my wife's computer. I have to do a system clean 10x per day if I'm on more than 6 hours. The keyboard is the worst I've ever experienced - no tactile sense whatsoever. I can't explain it other than it feels too ""flat."" I've been typing on all sorts of computers for 35 years now and this is just awful - you can't get used to it, or get a ""feel"" for it. Installed bloatware & optional software is a problem, even if you remove it safely. NVIDIA re-installs itself every day despite what settings you have on your computer. Very annoying. Another major problem is that this computer (Running the overrated Windows 10) has updated itself 100 times...at least, and you have no control over it. It has sat for 10 hours on several occasions updating itself. But it never does. It can't shut down many times and it will just stay on the restart screen for up to 12 hours. I'm forced to do a safe-boot to get around otherwise I would've be able to use it. The combination of the operating system and awful keyboard is more than enough for me to not recommend it to anyone. This will be the last PC I ever purchase. My mom and wife have MACs and I've learned that they are superior machines. 25 years buying PCs has come to an end.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/lenovo-z70-80fg00dcus-385906/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"98",97,97,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",13,3.9,"True","CONS
2 Crashes/Freezes
2 Unreliable Performance
1 Hard To See In Sunlight
1 Keyboard Cover Not Includ
1 No Ethernet Port","PROS
10 Fast
10 Lightweight
9 Easy To Use
9 Good Battery Life
9 Reliable Performance","5 Stars 7
4 Stars 2
3 Stars 1
2 Stars 1
1 Star
2",1,NA,"Hate it","2017-06-23T08:19:07.351Z","2017-06-23","08:19:07.351","chris","montreal quebec","","montreal quebec","USA",NA,"Verified Reviewer","Completely unreliable. It has crashed on me during a timed exam, before a presentation. It now won't charge. Thankfully, I have another computer to look up things like ""what to do when your cursor stops working"", What to do when your Surface crashes"" , ""What to do when your Surface qon't open"", etc. I would love to get a refund.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"99",98,98,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"LOVE IT!!","2016-09-27T01:57:08.770Z","2016-09-27","01:57:08.770","TR","Field at large","","Field at large","USA",NA,"Verified Reviewer","This is the best laptop I have ever owned. Or is it the best tablet I have ever owned? This one does almost everything PERFECTLY. I upgraded to the i7 Processor, 500gb SSD and RAM and it is super fast with tons of storage. This is a dream for world wide travel. So light. No more sore shoulders from lugging around a heavy laptop through airports. Microsoft eliminated certain hardware to make it super lightweight. An optical drive I can live without. I can add external devices as the situation arises. But what I wanted is the lightweight portability. It handles autocad without any issues though the screen is a bit small for heavy duty cad work. But this is a business trip. I did run into a situation on a business trip where the lack an ethernet port gave me some problems. It was a very remote place that I worked at overseas and only provided a hard wired ethernet connection. No WIFI and they actually forbade the use of WIFI. Of course I do not travel with the docking station. So I spent one month without a network connection until I could obtain the docking station.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"100",99,99,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",4,NA,"Easy and Fast","2016-06-26T05:23:18.998Z","2016-06-26","05:23:18.998","clifford987","Raleigh NC","","Raleigh NC","USA",NA,"","I like this product because of its speed and how long the battery lasts. I bumped up the speed and memory as I always do. It was costly but as I use my computers for many things including reading with this one as a tablet.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"101",100,100,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Contrary to CR review, it DOES have a SD card reader...","2015-12-28T22:10:14.054Z","2015-12-28","22:10:14.054","MichaelTraveler","Denver","","Denver","USA",NA,"Verified Reviewer","Normally I find CR reviews to be thorough and thoughtful, but I'm surprised to see that CR has listed under ""cons"" for the Surface Pro 3 its supposed lack of a SD card slot. The slot is there--it is located on the same side as the magnetized power connector, under the flip-out stand. It accommodates MicroSDs, supposedly up to 200GB. I've tried 32GB SD and 64GB UHC cards successfully. With this slot, transferring files from phones, cameras, and other PCs becomes a cinch. Also, it is fast enough to utilize as a permanent hard drive. As a tech consultant, I've been very happy with the Surface Pro 3 for work and personal use. It's fast, powerful, light, has excellent screen resolution and battery life (10+ hours of normal use consistently), and a powerful wifi receiver--it regularly pulls in wifi signals that elude iPads and MacBooks. With the introduction of Surface Pro 4, prices have dropped on the 3, which makes it an even better value. One tip--combine the Surface Pro 3 with the Surface 4 accessories (Surface 4 backlit chiclet type cover and erasable pen), and you can easily save $200+ with very little noticeable performance difference, while garnering the benefits of the Surface 4 accessories/apps.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"102",101,101,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",4,NA,"Love my Surface Pro 3!","2015-05-29T08:40:58.279Z","2015-05-29","08:40:58.279","Kathryn","Austin, TX","Austin"," TX","USA",NA,"","I love this computer. It is a quick turn on to all your email, Facebook, files, and internet. Less than 30 seconds and you have access to everything. Easy to carry around. As a college professor, I use this for lectures because of the pen! I mostly use at home for all general use. I have only had an issue with forms from the University. Sometimes I must use an old laptop to be able to maneuver those correctly. That has been a bit of a challenge.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"103",102,102,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",1,NA,"Surface Pro 3 bad screen","2015-05-27T14:00:55.253Z","2015-05-27","14:00:55.253","GUNNAR","Goshen, KY","Goshen"," KY","USA",NA,"","Terrible. the surface pro 3 has a lighter screen and then it breakS!","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"104",103,103,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",3,NA,"Great but. . .","2015-04-23T17:06:22.802Z","2015-04-23","17:06:22.802","Coach","Phoenix, AZ","Phoenix"," AZ","USA",NA,"","I purchased the device because it laid great claims that it would answer my attempts to simplify my computer life. Switching from Apple ipad to my windows desktop was complicated. I am very busy and my computers need to serve me. I don't want to spend a great deal of time ""learning the new and improved"" when the operating system I'm have is working. Gmail already keeps me too busy with things other than my business. I don't need or want the operating systems changing to get ""better. But when you want a new device you're forced to change they way you're used to working. I had to purchase the Pro with 8. I run a very successful company and I'm older so for me text which details everything from a desktop appearance is just too small. If I enlarge then formatting on gmail is off. Difficult learning curve. After the Apple this doesn't seem highly intuitive. It's slower that I thought. The screen is difficult to read, glare and the it displays in graytones not black.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"105",104,104,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Best device for mobile office","2015-03-27T10:41:04.060Z","2015-03-27","10:41:04.060","PCdotDon","New York","","New York","USA",NA,"","I use the Surface Pro 3 for technical troubleshooting on the various networks where I am a remote administrator. This device is excellent for such an application. It is a full Windows computer in a tablet form factor, with the speed and performance of a much larger laptop. It has reduced the size/weight of what I carry to my clients immensely.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"106",105,105,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",2,NA,"OK, the hardware is very nicely done","2015-03-08T12:36:22.936Z","2015-03-08","12:36:22.936","bergy","Tampa, Fl","Tampa"," Fl","USA",NA,"","Oh, the OS is way too big a change (from win 7) for me. Unfortunately my old Dell died.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"107",106,106,"Microsoft","Microsoft Surface Pro 3 computer","laptop","A 12-inch detachable laptop tested with Windows 8.1 Pro, an Intel Core i5-4300U 1.9GHz processor, 4GB of memory, Intel HD Graphics 4400 graphics, a touchscreen, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Best Laptop on the Market","2015-02-10T12:54:04.032Z","2015-02-10","12:54:04.032","Jim (Consultant)","Knoxville, TN","Knoxville"," TN","USA",NA,"","As a consultant, I am on the road most of the time. The Surface is extremely light-weight, very fast and reliable, the battery life is excellent (10 hours), and the keyboard is quite responsive. The active stylus makes it easy to take hand notes and easily/reliably convert them into typed text. It is quite beneficial that Microsoft has made this tablet/laptop so that I can connect to larger screen and full-sized keyboard using VGA and HDMI.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"108",107,107,"Samsung","Samsung Notebook 9 computer","laptop","A 15-inch laptop tested with Windows 10 Home, an Intel Core i7-7500U 2.7GHz processor, 16GB of memory, Nvidia GeForce 940MX/Intel HD Graphics 620 graphics, and a 256GB solid state drive.",1,3,"True","CONS
1 Poor Build Quality, Flimsy, Very Weak Audio","PROS
1 Lightweight, good screen","5 Stars 0
4 Stars 0
3 Stars 1
2 Stars 0
1 Star 0",3,NA,"Good, But not Great!","2017-06-04T13:20:49.403Z","2017-06-04","13:20:49.403","swh0812","Florida","","Florida","USA",NA,"Verified Reviewer","It is light, lighter than a Mac Book but you've to wonder how come it's not selling like hot cakes, like Macs do. Well, for one thing it's made with cheap parts, like plastic instead of being all metal. Secondly, the speakers are a joke pumping out a puny 1.5 watts from two speakers that are placed underneath the laptop. Why would you place speakers underneath a laptop? Certainly, they're going to get muffled with the laptop sitting on top of them. Honestly, you would get better sound from a smartphone. To avoid that you can use the Bluetooth, which is very good and hook-in a powerful Bluetooth speaker, but honestly this should be an option, rather than a requirement to get good sound. Don't even think of charging this laptop with a USB-C cord, that is a bogus sales gimmick of Samsung's. I tried that and after an hour the battery % moved up 1%, a joke! All in all, it's a decent light laptop, but it sacrifices a lot to trim the weight off! The plastic frame around the keyboard and laptop is a weak plastic that can be scratched or warped very easily, not something you'd expect for a laptop in this price range!","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/samsung-notebook-9-388637/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"109",108,108,"Acer","Acer Aspire One Cloudbook AO1-131-C9PM computer","laptop","An 11.6-inch laptop tested with Windows 10 Home, an Intel Celeron N3050 1.6GHz processor, 2GB of memory, Intel HD Graphics graphics, and a 32GB solid state drive.",1,2,"True","CONS
1 Crashes/Freezes
1 Poor Software Bundle
1 Slow
1 Unreliable Performance","PROS
No Pros","5 Stars 0
4 Stars 0
3 Stars 0
2 Stars 1
1 Star 0",2,NA,"Not enough storage, Poor customer service","2016-07-08T16:08:05.535Z","2016-07-08","16:08:05.535","danny","Atlanta,GA","Atlanta","GA","USA",NA,"","Things that are not so great about it not enough memory, memory card is not working properly.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"110",109,109,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",6,4.8,"True","CONS
1 Poor Speaker Quality","PROS
6 Easy To Use
6 Good Battery Life
6 Lightweight
5 Fast
5 Reliable Performance","5 Stars 5
4 Stars 1
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"I would defintely buy this product again","2017-05-17T18:11:30.681Z","2017-05-17","18:11:30.681","poutine","New Hampshire,Usa","New Hampshire","","USA",NA,"Verified Reviewer","The Macbook Air is very riliable and provides little to no learning curve.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"111",110,110,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Very Good Computer","2017-01-22T14:14:09.818Z","2017-01-22","14:14:09.818","D. Greene","Brooklyn, NY","Brooklyn"," NY","USA",NA,"Verified Reviewer","I have never owned a MAC. I bought the Macbook Air as a gift to myself. I read the reviews for the Macbook Air & Pro. After seeing them both in person, I liked the Pro but felt it was a little too heavy. I fell in love with the Air at first sight. I strictly use the Air to browse the web, check my e-mail, and to research information. I find it easy to use and I love the long battery life. Also it is very light in weight. With some assistance from my wife, it was easy to set up. So far I have no complaints or regrets.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"112",111,111,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"The best computer I have ever owned","2016-10-31T22:04:09.615Z","2016-10-31","22:04:09.615","Ziggy the musician","Redondo Beach, CA","Redondo Beach"," CA","USA",NA,"Verified Reviewer","This is a great little computer. The price of admission is a little higher (or a lot higher these days), but it's worth it, even without taking resale value into consideration (a traditional Mac strongpoint). I have owned a '07 iMac, still own a '09 MacPro (for work), but the '13 MacBookAir is the best all-round machine of them all. Don't worry about the low resolution of the display; it looks great. It feels plenty quick and snappy for generic everyday use, even after three years; none of the gradual slowing down that seems par for the course on cheaper Windows PC's. It's not powerful enough for heavy duty processing, that's what I have the MacPro for. But the MBA is the perfect desert-island computer. Assuming the island has power and internet, of course.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"113",112,112,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Excellent Computer. It always do the job. Fast","2016-07-10T18:52:18.471Z","2016-07-10","18:52:18.471","Computer Friendly Ivy","San Juan, PR","San Juan"," PR","USA",NA,"Verified Reviewer","Every day use. Even if I have to stop something for a week then you can continue your work without disturbances. It is very easy and friendly. I can write as I am right now resting and even no efforts. I have a prior Mac Book 2008 and used it for 6 years. Bought this one due to its long performance and battery life. I dont have to struggle with uptdate and unwanted problems. I do not use it for gaming or video editing. If you want to do that consider a Mac Book Pro. I have a IMAC that usually do the tough job. Great computer.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"114",113,113,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",4,NA,"I would be this product again if I had the extra money!","2016-03-25T15:38:17.957Z","2016-03-25","15:38:17.957","Derrick","Pittburgh, Pa","Pittburgh"," Pa","USA",NA,"","My two Brother-In-Laws work for Apple and are very computer savvy! They have helped me with my Apple computers and have given me a lot of advice about how to use them and what I can do with them. I would recommend these computers to anyone if they have the money to spend on them. They are very, very EXPENSIVE!","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"115",114,114,"Apple","Apple MacBook Air 13-inch MJVE2LL/A computer","laptop","A 13.3-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"MacBook Air 13 inch","2015-06-16T13:53:09.209Z","2015-06-16","13:53:09.209","Carolina Girl","South Carolina","","South Carolina","USA",NA,"","Love it! Would recommend buying the extra customer support package as you will need the help with software if you are new to Apple like I was. They have the BEST Tech Support Staff I have ever felt with!","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"116",115,115,"Apple","Apple MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer","laptop","A 15.4-inch laptop tested with OS X Yosemite 10.10, an Intel Core i7 2.2GHz processor, 16GB of memory, Intel Iris Pro graphics, and a 256GB solid state drive.",4,4,"True","CONS
1 Crashes/Freezes
1 Heavy
1 Niche Product
1 Poor Construction
1 Pricey","PROS
4 Easy To Use
4 Good Battery Life
3 Adequate Storage
3 Durable Construction
3 Fast","5 Stars 2
4 Stars 1
3 Stars 0
2 Stars 1
1 Star 0",4,NA,"Going on 2 years, works like new. Beautiful inside and out","2017-05-07T16:16:09.359Z","2017-05-07","16:16:09.359","Radiologist","SLC, UT","SLC"," UT","USA",NA,"Verified Reviewer","Replaced 8 yr old Macbook with this. I'm amazed it starts up AND shuts down within 5-10 seconds! And that hasn't changed at all after 2 years. Battery still at 93% original capacity after hundreds of cycles. Industry-leading Retina screen is almost too good. Can't give all 5 stars due to price. Buy refurbished through apple.com for better deal. Interestingly, the CPU fan still gets revved up when streaming video which was a chronic problem with my 8 year old Macbook as well. Note: combination of heavier build plus slick aluminum = drop hazard.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"117",116,116,"Apple","Apple MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer","laptop","A 15.4-inch laptop tested with OS X Yosemite 10.10, an Intel Core i7 2.2GHz processor, 16GB of memory, Intel Iris Pro graphics, and a 256GB solid state drive.",NA,NA,"True","","","",5,NA,"Upgraded from MacBook Air","2017-02-08T18:16:22.494Z","2017-02-08","18:16:22.494","Ottawa Consumer","Ottawa, ON","Ottawa"," ON","USA",NA,"Verified Reviewer","Upgraded from a MacBook Air which is still be used by another family member with no problems. Reasons to upgrade were: -More Storage 256 vs 128 Gb -Greatly Improved screen (IPS) -Larger Screen Integrates very well with other Apple products. When I signed into my iCloud account on my brand new computer, it downloaded almost everything I had on my MacBook Air including files on the Desktop. Instant on and off, unlike Windows. Apple sells a premium product and it is priced accordingly. I seriously considered buying a Windows machine but when I started looking for one with specs similar to the MacBook Pro 15"", the actual price difference was not that significant. You can buy a much less expensive machine but it will not have the SSD and fast processor etc. Excellent Hardware. I'm particularly impressed with the solidity of the chassis. I purchased a refurbished unit which was discounted 15%.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"118",117,117,"Apple","Apple MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer","laptop","A 15.4-inch laptop tested with OS X Yosemite 10.10, an Intel Core i7 2.2GHz processor, 16GB of memory, Intel Iris Pro graphics, and a 256GB solid state drive.",NA,NA,"True","","","",2,NA,"Apple had to replace mine","2016-08-27T07:21:56.611Z","2016-08-27","07:21:56.611","Jake","Earth","","Earth","USA",NA,"","Our first MacBook Pro kept breaking. The thing looked immaculate on the outside, but could not keep running for more than 1-2 months between service repairs. Thank god for the extended Warranty. Parts were replaced regularly because the tech could not figure out the problem. After the 7th repair, replacing cables, motherboard, hard drive, RAM, etc, I finally called Apple and they gave us a new one. I give 2 stars because they replaced it and the second Pro is still working without fail. My confidence is still low.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
